"album"|"alt_genre"
"Antithesis"|"Doom Metal"
"Rebel Souls"|"Thrash Metal"
"Forbidden Spaces"|"Thrash Metal"
"Crashbreaker"|"Progressive Metal"
"Deny Humanity"|"Progressive Metal"
"Apollyon Is Free"|"Progressive Metal"
"Blackout"|"Doom Metal"
"The Almighty"|"Power Metal"
"Hard As Iron"|"Power Metal"
"Lord of the Sky"|"Power Metal"
"Aeneid"|"Power Metal"
"The Temple of Theil"|"Power Metal"
"Sadness Reflections"|"Doom Metal"
"First River Regards"|"Death Metal"
"Draining the Waterheart"|"Death Metal"
"The Tatterdemalion Express"|"Death Metal"
"Esp¡ritu Ancestral"|"Death Metal"
"The Enemy Within"|"Thrash Metal"
"Prepare to Meet Thy Doom"|"Thrash Metal"
"The Malefice"|"Death Metal"
"Silent Conspiracy"|"Groove Metal"
"The Children of the Night"|"Thrash Metal"
"Down Below"|"Thrash Metal"
"The Formulas of Death"|"Thrash Metal"
"Evilusion"|"Thrash Metal"
"To the Final Battle"|"Thrash Metal"
"Twisted Souls"|"Thrash Metal"
"Bonebreaker"|"Thrash Metal"
"The Seventh Hex"|"Thrash Metal"
"Ruins of Gomorrah"|"Thrash Metal"
"Lethally Growing"|"Thrash Metal"
"Danza Macabra"|"Thrash Metal"
"Dios Ha Muerto"|"Black Metal"
"We Have Come For Your Parents"|"Thrash Metal"
"Death Before Musick"|"Thrash Metal"
"Amen Amen"|"Thrash Metal"
"Historiae"|"Black Metal"
"The Shadows' Madame (2013 Remastered Version)"|"Death Metal"
"Far Away from Conformity (Remixed and Remastered)"|"Death Metal"
"Horror Metal (Undead Edition)"|"Death Metal"
"Silence"|"Death Metal"
"In Your Blood"|"Death Metal"
"Unearthly Monument"|"Thrash Metal"
"Curse and Chapter"|"Heavy Metal"
"Human Remains"|"Heavy Metal"
"Dawn of a New Aeon"|"Doom Metal"
"No Salvation - EP"|"Doom Metal"
"Opus Dei"|"Thrash Metal"
"Total Retaliation"|"Death Metal"
"Live By the Code"|"Death Metal"
"Rhythm Amongst the Chaos - EP"|"Death Metal"
"One with the Underdogs"|"Death Metal"
"Keepers of the Faith"|"Death Metal"
"Lowest of the Low"|"Death Metal"
"Always the Hard Way"|"Death Metal"
"The Damned, the Shamed"|"Death Metal"
"The 25th Hour"|"Death Metal"
"Storm Alert"|"Grindcore"
"Destroy the War Machine"|"Thrash Metal"
"Drugs, God and the New Republic"|"Thrash Metal"
"Last Decade Dead Century"|"Thrash Metal"
"Ghetto Nation"|"Thrash Metal"
"Stiff Middle Finger"|"Thrash Metal"
"Chill Pill"|"Thrash Metal"
"The Space Age Playboys"|"Thrash Metal"
"Nightmares of the Dead"|"Thrash Metal"
"No Anesthesia"|"Thrash Metal"
"Witching Metal - EP"|"Thrash Metal"
"Vengeance Is My Name"|"Thrash Metal"
"Sorceress Bitch"|"Thrash Metal"
"Profanum Aeternum: Eminence of Satanic Imperial Art"|"Grindcore"
"Fall"|"Metalcore"
"Back on Track"|"Metalcore"
"Infected"|"Metalcore"
"Powerplay (Deluxe Edition)"|"Metalcore"
"Rising"|"Metalcore"
"Moving Force"|"Metalcore"
"Power Ride"|"Metalcore"
"Everest"|"Metalcore"
"The Inheritance of Sin and Shame"|"Doom Metal"
"The Cure for Happiness"|"Doom Metal"
"Fire"|"Doom Metal"
"SueÓos del Mundo (feat. Adrian Barilari & Hugo Bistolfi)"|"Black Metal"
"Warning!"|"Thrash Metal"
"Restart"|"Thrash Metal"
"S.O.S"|"Thrash Metal"
"Thrash The Trash"|"Thrash Metal"
"Thrash! (Remastered)"|"Thrash Metal"
"Labyrint"|"Thrash Metal"
"Salto Mortale"|"Thrash Metal"
"Apage Satanas"|"Thrash Metal"
"Uncommon Excursion"|"Pagan Folk Metal"
"The Pass In Time"|"Pagan Folk Metal"
"Dark Seduction"|"Groove Metal"
"Dark Revolution"|"Groove Metal"
"Secretly"|"Doom Metal"
"When Worlds Collide"|"Death Metal"
"Hate Is Born - Single"|"Grindcore"
"Separation"|"Death 'n' Roll"
"Death March"|"Death 'n' Roll"
"Orthodox / Mortal Memories"|"Thrash Metal"
"Lies"|"Thrash Metal"
"The Metallist"|"Heavy Metal"
"Burninhell"|"Heavy Metal"
"Earthshaker"|"Heavy Metal"
"Overdose&Overdrive"|"Heavy Metal"
"In Full Swing"|"Heavy Metal"
"Vracejte Konve Na M¡sto"|"Experimental"
"Konvalium"|"Atmospheric Doom Metal"
"Mighty Cosmic Dances"|"Death Metal with Folk influences"
"Madness of the Graves"|"Black Metal"
"Heritage of Satan"|"Black Metal"
"Poslov‚ & Temnot (Messengers From Darkness, Version 1993)"|"Black Metal"
"Hell Symphony / Kargeras"|"Black Metal"
"Zjeveni/The Temple In the Underworld"|"Black Metal"
"Zjeveni/The Temple In the Underworld"|"Black Metal"
"Black Seal"|"Black Metal"
"Themes"|"Folk Metal"
"Relic Dances"|"Folk Metal"
"Navaz"|"Folk Metal"
"Smutnice"|"Folk Metal"
"OsamŽ?l¡"|"Folk Metal"
"Behind the Shadows"|"Folk Metal"
"Changing Skin"|"Power"
"Black on Black"|"Power"
"The Detached"|"Power Metal"
"Horizons"|"Power Metal"
"A Perfect Forever"|"Power Metal"
"Andromeda Unchained"|"Power Metal"
"Purification"|"Power Metal"
"Anubis Gate"|"Power Metal"
"Covered in Black"|"Power Metal"
"Bloodred Hatred"|"Thrash"
"The Great Bludgeoning"|"Thrash"
"New Hell"|"Thrash"
"Ballet of the Brute"|"Thrash"
"To the Nines"|"Thrash"
"Murderlust"|"Thrash"
"The Sickness Within"|"Thrash"
"Awaiting Dawn"|"Viking Metal"
"Submit"|"Groove Metal"
"Retro"|"Groove Metal"
"Burn Me Wicked (Bonus)"|"Groove Metal"
"Four Depressive Seasons"|"Groove Metal"
"To Those Who Walk Behind Us"|"Groove Metal"
"1-800 Vindication"|"Groove Metal"
"There Is Light (But It's Not for Me)"|"Groove Metal"
"Grey Sky over Black Town"|"Groove Metal"
"The Prestige"|"Groove Metal"
"Sense the Darkness"|"Groove Metal"
"With the Lost Souls on Our Side"|"Groove Metal"
"Return from Tomorrow"|"Groove Metal"
"Third Act"|"Melodic Black Metal"
"Edge of Hostility"|"Nu-Metal"
"The Spawn of Condemnation"|"Nu-Metal"
"Changes"|"Nu-Metal"
"To The Grave"|"Power Metal"
"Revenge"|"Power Metal"
"Voyage of the Damned"|"Power Metal"
"Metalmorphosized"|"Power Metal"
"Blade of Triumph"|"Power Metal"
"Thunderstorm (Demo)"|"Power Metal"
"Fri"|"Ambient"
"IV"|"Ambient"
"II"|"Ambient"
"Hyperion"|"Speed Metal"
"8 Deadly Sins"|"Speed Metal"
"Safe"|"Speed Metal"
"Dead End Solution"|"Speed Metal"
"Darkness With Tales to Tell"|"Speed Metal"
"Through Times of Despair"|"Thrash Metal"
"Endeligt"|"Funeral Doom Metal"
"Galgenfrist"|"Funeral Doom Metal"
"Graven"|"Funeral Doom Metal"
"Regiment Ragnarok"|"Black Metal"
"The 7th Offensive"|"Black Metal"
"Room Service"|"Black Metal"
"Cyberchrist"|"Doom Metal"
"The Phantom of the Opera (Original Motion Picture Soundtrack)"|"Doom Metal"
"Martyre"|"Death Metal"
"For the Loveless Lonely Nights (2010 Re-Release)"|"Death Metal"
"Saturn in Ascension"|"Death Metal"
"Paradise Belongs To You"|"Death Metal"
"The Deadcalm"|"Thrash Metal"
"Star Rover"|"Rock"
"S‘rimners K›d"|"Folk Metal"
"The Glorious Dead"|"Folk Metal"
"My Dark Subconscious (""December Moon"" Demo 1986)"|"Death Metal"
"Cosmogenesis"|"Death"
"Akr¢asis"|"Death"
"Omnivium"|"Death"
"Retribution"|"Death"
"Diluvium"|"Death"
"Ragnarok"|"Folk Metal"
"The Lay of Thrym"|"Folk Metal"
"How Far To Asgaard"|"Folk Metal"
"Land"|"Folk Metal"
"Valkyrja"|"Folk Metal"
"Olavur Riddararos"|"Folk Metal"
"Eric the Red"|"Folk Metal"
"By The Light Of The Northern Star"|"Folk Metal"
"Hel"|"Folk Metal"
"A.M.G.O.D."|"Electronic Metal"
"Cypher"|"Electronic Metal"
"Deceptive Awareness"|"Doom Metal"
"The Quietude Plains"|"Doom Metal"
"Among the Ruins"|"Death"
"Darkness Sustains the Silence"|"Death"
"Divinity"|"Hard Rock"
"Beneath"|"Thrash Metal"
"Show Your Colors"|"Thrash Metal"
"My Kantele - EP"|"Death"
"Am Universum"|"Death"
"Elegy"|"Death"
"The Beginning of Times"|"Death"
"Circle"|"Death"
"The Karelian Isthmus / Privilege of Evil"|"Death"
"The Karelian Isthmus / Privilege of Evil"|"Death"
"Under the Red Cloud"|"Death"
"Far from the Sun (Live at Huvila)"|"Death"
"Silent Waters"|"Death"
"Queen of Time"|"Death"
"Tuonela"|"Death"
"Tales from the Thousand Lakes / Black Winter Day"|"Death"
"Tales from the Thousand Lakes / Black Winter Day"|"Death"
"Eclipse"|"Death"
"Skyforger"|"Death"
"Bestial Black Metal Filth - EP"|"Death Metal"
"Ejaculation of Black Impurity"|"Death Metal"
"Profane Fornication Ejaculation"|"Death Metal"
"Distance & Devotion"|"Death Metal"
"Relations of Violence - EP"|"Death Metal"
"Recovery"|"Death Metal"
"The Light-Devouring Darkness"|"Black Metal"
"The Apocalyptic Triumphator"|"Black Metal"
"Whore of Bethlehem"|"Black Metal"
"Eternal Damnation of Christ"|"Black Metal"
"Lumo (20th Anniversary Version)"|"Rock"
"Unawakening"|"Doom Metal"
"Astral Visions"|"Doom Metal"
"Angels Far Beyond"|"Doom Metal"
"Legions of Perkele"|"Doom Metal"
"Fanatiko"|"Doom Metal"
"Okkult"|"Doom Metal"
"Saatana"|"Doom Metal"
"Our Twilight"|"Doom Metal"
"Curse of the Red River"|"Doom Metal"
"On Lonely Towers"|"Doom Metal"
"The Devil's Resolve (Deluxe Edition)"|"Doom Metal"
"A Complex of Cages"|"Doom Metal"
"Decade of Darkness"|"Gothic Metal"
"The Ghost"|"Gothic Metal"
"Soundscape of Silence"|"Gothic Metal"
"Rise of the Phoenix"|"Gothic Metal"
"Deadlight"|"Gothic Metal"
"My Darkness"|"Gothic Metal"
"Deathstar Rising"|"Gothic Metal"
"H418ov21.c + Electric Doom Synthesis"|"Dark Ambient"
"H418ov21.c + Electric Doom Synthesis"|"Dark Ambient"
"Drawing Down the Moon"|"Dark Ambient"
"Engram"|"Dark Ambient"
"In the Heart of Nothing"|"Black Metal"
"The Sin Against the Sinners"|"Black Metal"
"Where the Oceans Burn"|"Thrash Metal"
"Heal"|"Thrash Metal"
"Godsend"|"Thrash Metal"
"Breathe Fire to the Sun"|"Melodic Death"
"Corona Borealis"|"Folk"
"So Pale Is the Light"|"Folk"
"True Nature Unfolds"|"Post-Hardcore"
"Noir"|"Post-Hardcore"
"Providence"|"Post-Hardcore"
"Secret Youth"|"Post-Hardcore"
"Location: COLD"|"Gothic Metal"
"Halls of Frozen North"|"Gothic Metal"
"Cavalcade"|"Gothic Metal"
"Morning Crimson"|"Gothic Metal"
"Eskhata"|"Gothic Metal"
"Winternight Tragedies"|"Gothic Metal"
"Eternal Winter's Prophecy"|"Gothic Metal"
"Hate Crew Deathroll"|"Power Metal"
"In Your Face"|"Power Metal"
"Trashed, Lost and Strungout"|"Power Metal"
"Are You Dead Yet"|"Power Metal"
"Something Wild"|"Power Metal"
"Follow the Reaper"|"Power Metal"
"Blooddrunk"|"Power Metal"
"Relentless, Reckless Forever (Deluxe)"|"Power Metal"
"Halo of Blood"|"Power Metal"
"I Worship Chaos"|"Power Metal"
"Hatebreeder"|"Power Metal"
"The Gale"|"Black Metal"
"Rites Under Moonlight"|"Black Metal"
"As The Path Unfolds. . ."|"Viking"
"Amain"|"Viking"
"The Writ of Sword"|"Viking"
"In Darkness Comes Beauty"|"Gothic Metal"
"All Ends in Silence"|"Gothic Metal"
"The Dead End - EP"|"Gothic Metal"
"Execute the Fact"|"Thrash Metal"
"The Darkness"|"Death Metal"
"Doomsday Comfort"|"Grindcore"
"Non Compos Mentis"|"Grindcore"
"We Deserve Much Worse"|"Grindcore"
"Deathrash Assault"|"Thrash Metal"
"Death Eternal"|"Thrash Metal"
"Cult of Death"|"Thrash Metal"
"Poltergeist (The Nemesis)"|"Thrash Metal"
"Deadmeat Disciples"|"Thrash Metal"
"Death Gods"|"Thrash Metal"
"Ghosts of Devotion"|"Doom Metal"
"Cycle of Zero"|"Gothic Metal"
"Dimension: Death"|"Gothic Metal"
"This Is My World"|"Power Metal"
"Illumine"|"Symphonic Doom Metal"
"Deluge"|"Symphonic Doom Metal"
"Katharsis"|"Doom Metal"
"Tomorrow's Dead Days"|"Dark Metal"
"Sinners Serenade"|"Symphonic Death Metal"
"Vilda M nnu"|"Symphonic Death Metal"
"Saivon Lapsi"|"Symphonic Death Metal"
"A Virgin and a Whore"|"Symphonic Death Metal"
"Before the Bleeding Sun"|"Symphonic Death Metal"
"Children of the Dark Waters"|"Symphonic Death Metal"
"Chaotic Beauty"|"Symphonic Death Metal"
"III"|"Gothic Metal"
"Wither"|"Gothic Metal"
"Long Live the Loud"|"Hard Rock"
"Violence & Force"|"Hard Rock"
"Unveiling the Wicked"|"Hard Rock"
"The Dark Command"|"Hard Rock"
"Thrash Speed Burn"|"Hard Rock"
"Death Machine"|"Hard Rock"
"O.T.T."|"Hard Rock"
"Blood of Tyrants"|"Hard Rock"
"Heavy Metal Maniac"|"Hard Rock"
"Chronicles of the Dead"|"Folk Metal"
"Volvere"|"Folk Metal"
"Vantage"|"Folk Metal"
"Aerolithe"|"Folk Metal"
"Call of Schizophrenia"|"Melodic Death Metal"
"Metanoia"|"Melodic Death Metal"
"Create.Control.Exterminate."|"Melodic Death Metal"
"Distorted Delusions"|"Melodic Death Metal"
"Atlas"|"Melodic Death Metal"
"Avaritia Humanae"|"Thrash"
"Worthless Promo - EP"|"Thrash"
"World Delirium"|"Thrash"
"Fleshpress"|"Sludge"
"Awakening"|"Folk Metal"
"Blood Oath"|"Folk Metal"
"Ww"|"Thrash Metal"
"Murder"|"Thrash Metal"
"Black Seared Heart"|"Thrash Metal"
"Unravel"|"Thrash Metal"
"Seen Through the Veils of Darkness (The Second Spell)"|"Thrash Metal"
"IV: One with the Storm"|"Doom Metal"
"Until Fear No Longer Defines Us"|"Doom Metal"
"Guided by Fire"|"Doom Metal"
"Lateral Constraint"|"Death Metal"
"Eryx"|"Death Metal"
"Kuebiko"|"Death Metal"
"Frozen Inside"|"Rock"
"P„„kallonpaikka"|"Rock"
"The Battle of God"|"Rock"
"Eripura"|"Heavy Metal"
"Sound Over Matter (Finnish Version)"|"Symphonic Thrash Metal"
"Kadonneen Louhik„„rmeen Arvoitus"|"Power Metal"
"Hirmuliskojen Yö"|"Power Metal"
"Vihre„ Vallankumous"|"Power Metal"
"Jurahevin kuninkaat"|"Power Metal"
"R„yh!"|"Power Metal"
"R„yh„llist„ Joulua"|"Power Metal"
"Soittakaa Juranoid!"|"Power Metal"
"Darkness Drips Forth"|"Doom Metal"
"Fulfill the Curse"|"Doom Metal"
"Never Cross the Dead"|"Doom Metal"
"Effigies of Evil (Deluxe Version)"|"Doom Metal"
"The Forlorn"|"Black Metal"
"Fall of Icons"|"Black Metal"
"Stained"|"Power Metal"
"Dark Arts of Sanguine Rituals"|"Speed Metal"
"Lucifer Rising"|"Death Metal"
"Kaamos"|"Death Metal"
"Kylm„ Rautainen (2005)"|"Death Metal"
"Verinen Taival"|"Death Metal"
"Out of the Ashes"|"Gothic Metal"
"Katra Katra"|"Gothic Metal"
"Beast Within"|"Gothic Metal"
"The Prophecies"|"Progressive Power Metal"
"Timescape"|"Progressive Power Metal"
"The Last Horizon"|"Progressive Power Metal"
"Musta aurinko nousee"|"Doom Metal"
"Uljas uusi maailma"|"Doom Metal"
"M. Laakso: The Gothic Tapes Vol. 1"|"Doom Metal"
"II: Morphosis"|"Death Metal"
"Below"|"Death Metal"
"Tides"|"Power Metal"
"Circus Colossus"|"Power Metal"
"Deadache"|"Hard Rock"
"Sexorcism"|"Hard Rock"
"Scare Force One"|"Hard Rock"
"The Arockalypse"|"Hard Rock"
"Babez For Breakfast"|"Hard Rock"
"Monsterican Dream"|"Hard Rock"
"Get Heavy"|"Hard Rock"
"Monstereophonic (Theaterror vs. Demonarchy)"|"Hard Rock"
"To Beast Or Not To Beast"|"Hard Rock"
"Sweet Desire"|"Gothic Metal"
"Be My God"|"Gothic Metal"
"Crucify My Heart"|"Gothic Metal"
"Fire Within"|"Gothic Metal"
"Oro"|"Crust"
"First Death of the Lutheran"|"Doom Metal"
"Altar Sermon"|"Doom Metal"
"Dark Requiems... And Unsilent Massacre"|"Thrash Metal"
"Sacro"|"Thrash Metal"
"Total Death"|"Thrash Metal"
"Cult"|"Death Metal"
"Abandon All"|"Death Metal"
"Inferno Go-Go"|"Death Metal"
"The Creatures of Loviatar"|"Gothic Metal"
"El„vien kirjoihin"|"Heavy Metal"
"Luihin Ja Ytimiin"|"Heavy Metal"
"T„m„n Maailman Ruhtinaan Hovi"|"Heavy Metal"
"Kuoleman Laulukunnaat"|"Heavy Metal"
"Syd„njuuret"|"Heavy Metal"
"Kurimus"|"Heavy Metal"
"Punainen Kukko"|"Heavy Metal"
"Suden Uni"|"Pagan"
"Fire Storm - Tulimyrsky"|"Pagan"
"Voimasta ja Kunniasta"|"Pagan"
"Varjoina Kuljemme Kuolleiden Maassa"|"Pagan"
"Veris„keet"|"Pagan"
"Kivenkantaja"|"Pagan"
"Jumalten Aika"|"Pagan"
"Kuolemanvirta"|"Dark Metal"
"Saatto"|"Dark Metal"
"Viimeinen laulu kuolemasta"|"Dark Metal"
"Violence Academy"|"Thrash Metal"
"Harder Than This Life - EP"|"Thrash Metal"
"Of All The Wrong Things"|"Death Metal"
"Descend"|"Death Metal"
"Hollow"|"Death Metal"
"The Return To Nothing"|"Death Metal"
"... of Dust"|"Death Metal"
"The Treachery of Senses"|"Rock"
"Purgatory of the Second Sun"|"Metalcore"
"Turmoil"|"Metalcore"
"Incarcerated"|"Metalcore"
"Fearrage"|"Metalcore"
"424"|"Electronic"
"Dead to the Past, Blind for Tomorrow"|"Hard Rock"
"Out of the Dark"|"Hard Rock"
"Pitch Black"|"Melodic Death"
"Saurusplaneetta"|"Power Metal"
"Deus Humana Satanas"|"Thrash Metal"
"Sinthetic"|"Black Metal"
"Omega Arcane"|"Black Metal"
"Poetry of the Ill-Minded"|"Black Metal"
"Intoxicate O.S."|"Black Metal"
"Zero Nexus"|"Black Metal"
"Written in My Scars"|"Funeral Doom Metal"
"Monotony Fields"|"Funeral Doom Metal"
"Shades Of..."|"Funeral Doom Metal"
"Dead Presidents"|"Death Metal"
"Infernal"|"Power Metal"
"Apoptosis"|"Gothic Metal"
"World Expiration"|"Black Metal"
"Grave New World"|"Black Metal"
"The Promise of Hell"|"Black Metal"
"Kalma"|"Black Metal"
"Elixir Mystica"|"Black Metal"
"Stam1na"|"Thrash"
"SLK (Bonus Track Version)"|"Thrash"
"Elokuutio"|"Thrash"
"Raja"|"Thrash"
"Viimeinen Atlantis"|"Thrash"
"Uudet Kymmenen K„sky„"|"Thrash"
"Taival"|"Thrash"
"Emotional Playground"|"Thrash Metal"
"New Moon"|"Death Metal"
"Hope"|"Death Metal"
"Plague of Butterflies: Losing the Sunsets (Plague of Butterflies - Evael 10:00)"|"Death Metal"
"When a Shadow Is Forced Into the Light"|"Death Metal"
"Songs from the North I, II & III"|"Death Metal"
"The Morning Never Came"|"Death Metal"
"Harmful If Swallowed"|"Death Metal"
"Ave Maria (En Plein Air)"|"Rock"
"My Winter Storm (Bonus Track Version)"|"Rock"
"Colours in the Dark"|"Rock"
"What Lies Beneath"|"Rock"
"The Shadow Self"|"Rock"
"Stream from the Heavens"|"Death Metal"
"Binding of the Spirit"|"Melodic Black Metal"
"The Great Fleet of Echoes"|"Melodic Black Metal"
"Quicksilver Clouds"|"Melodic Black Metal"
"Our Voices Shall Remain"|"Melodic Black Metal"
"Hymn to Life"|"Shred"
"Not Dead Yet"|"Gothic Metal"
"Tormentation"|"Gothic Metal"
"Tormentizer"|"Gothic Metal"
"Erotic Diarrhea Fantasy - EP"|"Goregrind"
"Time's Fleeing Days"|"Doom Metal"
"In the Crossroads of Life"|"Doom Metal"
"The Life and Times of Scrooge"|"Symphonic Rock"
"Battle Metal"|"Symphonic Metal"
"The Varangian Way"|"Symphonic Metal"
"Stand Up and Fight"|"Symphonic Metal"
"Turisas2013"|"Symphonic Metal"
"Gnoia"|"Doom Metal"
"Release Date"|"Rock"
"Yeah! Yeah! Die! Die! Death Metal Symphony in Deep C"|"Rock"
"Radium Round"|"Rock"
"Big Bang"|"Rock"
"Blood Sample"|"Rock"
"You Are Waltari"|"Rock"
"So Fine 2000"|"Rock"
"Below Zero"|"Rock"
"First of the Five Elements"|"Melodic Power Metal"
"Japanese Hospitality (US Edition)"|"Melodic Power Metal"
"Beyond Abilities"|"Melodic Power Metal"
"Metsutan - Songs of the Void"|"Power Metal with Eastern Folk influences"
"Blindfold"|"Power Metal with Eastern Folk influences"
"Thousand Swords"|"Power Metal with Eastern Folk influences"
"Shogunate Macabre"|"Power Metal with Eastern Folk influences"
"Deimos XIII"|"Doom Metal"
"Death of the Sun"|"Folk"
"Vargtimmen, Pt. 1"|"Folk"
"The Collective Calm in Mortal Oblivion"|"Thrash Metal"
"Contaminating the Hive Mind"|"Thrash Metal"
"2007 Demo"|"Thrash Metal"
"Mechanisms of Omniscience"|"Thrash Metal"
"R‚surrection"|"Speed Metal"
"Execution"|"Speed Metal"
"Immortel"|"Speed Metal"
"Weird Visions"|"Speed Metal"
"La terreur (2010)"|"Speed Metal"
"Division blind‚e"|"Speed Metal"
"La chasse sauvage"|"Black Metal"
"Formors"|"Black Metal"
"Le secret"|"Shoegaze"
"Souvenirs d'un autre monde"|"Shoegaze"
"Les voyages de l'ƒme"|"Shoegaze"
"?cailles de lune"|"Shoegaze"
"Shelter (Deluxe Edition)"|"Shoegaze"
"Kodama (Deluxe edition)"|"Shoegaze"
"Meeting in the Mist"|"Speed Metal"
"Ruines Humaines"|"Post-Punk"
"Arcane Ashes"|"Hard Rock"
"Filth Catalyst"|"Death Metal"
"Annunciation to the Holy Ghost"|"Death Metal"
"Orthodoxyn"|"Death Metal"
"The Other Path"|"Death Metal"
"Slow Transcending Agony"|"Death Metal"
"R‚sign‚s"|"Death Metal"
"Violent By Nature"|"Progressive Death Metal"
"Socialized Hate"|"Progressive Death Metal"
"777 - Cosmosophy"|"Black"
"777 - Sect(s)"|"Black"
"What Once Was... Liber III - EP"|"Black"
"Memoria Vetusta I - Fathers of the Icy Age"|"Black"
"Ultima Thul‚e"|"Black"
"With Triumph Comes Loss"|"Thrash Metal"
"Kingdom"|"Thrash Metal"
"Great Days of Vengeance"|"Thrash Metal"
"Golem"|"Thrash Metal"
"InfidŠle(S)"|"Post-Hardcore"
"Animale(S)"|"Post-Hardcore"
"(S)"|"Post-Hardcore"
"Five Degrees of Insanity"|"Doom Metal"
"Black Nova"|"Industrial Metal"
"Post Mortem Nihil Est"|"Industrial Metal"
"Face the Colossus"|"Industrial Metal"
"Les Memoires Blessees"|"Gothic Neoclassical"
"L'ˆtre las: L'envers du miroir"|"Gothic Neoclassical"
"De Lumiere Et D'Obscurite"|"Gothic Neoclassical"
"The Astonishing Fury of Mankind"|"Stoner"
"Cognitive Dissonance"|"Death Metal"
"The Furnaces of Palingenesia"|"Avant-garde Black Metal"
"Drought - EP"|"Avant-garde Black Metal"
"The Synarchy of Molten Bones"|"Avant-garde Black Metal"
"Paracletus"|"Avant-garde Black Metal"
"Fas - Ite, Maledicti, in Ignem Aeternum"|"Avant-garde Black Metal"
"Throes of the Wretched"|"Metalcore"
"Alive"|"Metalcore"
"As Above - So Below"|"Black Metal"
"Learn (Remastered)"|"Black Metal"
"Stay of Execution"|"Black Metal"
"Camelot In Smithereens"|"Black Metal"
"Greetings of Death"|"Black Metal"
"Weapons of our Warfare (Remastered)"|"Black Metal"
"Hear What I Say!"|"Black Metal"
"Assimilation (2 Cd Expanded Edition)"|"Black Metal"
"What A Joke"|"Black Metal"
"Deliverance"|"Black Metal"
"The Subversive Kind"|"Black Metal"
"XI Reasons To See"|"Death Metal"
"Resolve in Crimson"|"Death Metal"
"The Inside"|"Death Metal"
"Deviant"|"Groove Metal"
"Torn Between Two Worlds"|"Progressive Metal"
"Fusion"|"Rock"
"Winds Devouring Men"|"Neoclassical"
"A World in Their Screams"|"Neoclassical"
"Sunwar the Dead"|"Neoclassical"
"Perfect Message"|"Melodic Black Metal"
"Turis Fratyr (+Demo 2003)"|"Death Metal"
"Turis Fratyr (+Demo 2003)"|"Death Metal"
"Waldschrein - EP"|"Death Metal"
"Erdentempel"|"Death Metal"
"Armageddon"|"Death Metal"
"Rekreatur"|"Death Metal"
"Sagas"|"Death Metal"
"Charnelle Transcendance"|"Neoclassical"
"Delusion"|"Death Metal"
"The Will To Power (Bonus Track Version)"|"Groove Metal"
"Rhizomes of Insanity"|"Technical Death Metal"
"Engram of Decline"|"Technical Death Metal"
"Boundaries of Reality"|"Technical Death Metal"
"The Great Southern Darkness"|"Southern"
